Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Relish Chicken Curry Cut With Skin Combo,358,78,78.21,No,500 g,4.2,333,8 mins,meats,280
Deli Chic Chicken Blackpepper Salami,190,18,90.53,No,250 g,3.8,264,8 mins,meats,172
Godrej Yummiez Chicken Pepper,414,44,89.37,No,250 g,4.5,381,8 mins,meats,370
ITC Master Chef Crispy Chicken Fries,199,12,93.97,No,280 g,4.4,280,8 mins,meats,187
Prasuma Chicken Cheese,195,40,79.49,No,250 g,4.5,250,8 mins,meats,155
ITC Master Chef Desi Style Chicken Patty,210,25,88.1,No,330 g,4.6,330,8 mins,meats,185
Relish Chicken Curry Cut Without Skin Combo,370,78,78.92,No,330 g,4.5,598,8 mins,meats,292
ITC Master Chef Crunchy Chicken Nuggets,304,92,69.74,No,450 g,4.7,450,8 mins,meats,212
Godrej Yummiez Chicken Pepper,398,134,66.33,No,450 g,4.6,91,8 mins,meats,264
Sneha Supercool Fz Curry Cut Skinless,160,10,93.75,No,450 g,3.6,582,8 mins,meats,150
Yummiez Chicken Popcorn Pou,275,46,83.27,No,400 g,4.3,645,8 mins,meats,229
Godrej Yummiez Chicken Burger Patty,196,39,80.1,No,300 g,4.6,900,8 mins,meats,157
Venky's Chicken,710,120,83.1,No,300 g,4.7,781,8 mins,meats,590
Godrej Yummiez Chicken Pepper,389,51,86.89,No,300 g,4.6,236,8 mins,meats,338
Relish Chicken Curry Cut Without Skin Combo,555,117,78.92,No,300 g,4.4,567,8 mins,meats,438
Deli Chic Chicken Thigh Boneless Freshly Frozen,300,24,92,No,500 g,2.9,137,8 mins,meats,276
Venky's Chicken Pops,320,48,85,No,500 g,4.5,500,8 mins,meats,272
ITC Master Chef Medium Prawns,250,54,78.4,No,200 g,4.5,250,8 mins,meats,196
Venky's Spicy And Crispy Chicken Wings Combo,640,96,85,No,200 g,4.2,585,8 mins,meats,544
Venky's Chicken,355,60,83.1,No,500 g,4.7,941,8 mins,meats,295
Sneha Supercool Fz Liver,90,6,93.33,No,450 g,4.3,949,8 mins,meats,84
ITC Master Chef Chicken Breast Strips,385,68,82.34,No,500 g,4.4,338,8 mins,meats,317
Sneha Supercool Fz Minced Chicken,190,12,93.68,No,450 g,4.1,218,8 mins,meats,178
