Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Dot,395,63,84.05,No,50 g,4.8,75,10 mins,skin care,332
The Face Shop Rice,1040,295,71.63,No,50 ml,4.6,120,10 mins,skin care,745
Mamaearth Rice Oil,319,58,81.82,No,80 g,4.3,426,6 mins,skin care,261
Bioderma Sebium Hydra Ultra,1195,173,85.52,No,40 ml,,90,10 mins,skin care,1022
Bioderma Sebium Hydra Ultra,249,27,89.16,No,80 ml,4.6,249,6 mins,skin care,222
Just Herbs 7 Day Care Kit Face,649,297,54.24,No,145 g,4.6,210,10 mins,skin care,352
Sebamed Clear Face Cleansing Foam,680,45,93.38,No,150 ml,4.4,292,10 mins,skin care,635
Bioderma Atoderm Creme Ultra Moisturising Cream,699,101,85.55,No,200 ml,4.7,224,10 mins,skin care,598
NIVEA Nourishing Body Lotion Body Milk,120,26,78.33,No,120 ml,4.7,120,6 mins,skin care,94
Simple Kind To Skin Refreshing Facial Wash,420,125,70.24,No,150 ml,4.6,420,6 mins,skin care,295
Garnier Vitamin C + Face Serum for Skin Brightening,299,47,84.28,No,15 ml,4.6,299,6 mins,skin care,252
Dermafique Gift Essential,249,49,,No,10 ml,4.3,249,6 mins,skin care,200
Dermafique Gift Essential,1499,744,50.37,No,30 g,4.7,540,10 mins,skin care,755
Dot,495,59,88.08,No,60 ml,4.7,495,6 mins,skin care,436
Dot,449,27,93.99,No,50 ml,4.6,72,10 mins,skin care,422
Dot,495,54,89.09,No,60 ml,4.6,438,6 mins,skin care,441
Parachute Advansed Soft Touch Body Lotion,198,98,50.51,No,250 ml,4.4,250,6 mins,skin care,100
Mamaearth Vitamin C Face Wash,99,10,89.9,No,50 ml,4.5,99,6 mins,skin care,89
Mamaearth Vitamin C Face Wash,249,49,,No,10 ml,4.6,249,6 mins,skin care,200
Garnier Bright Complete Brightening Face Wash,219,46,79,No,100 g,4.7,219,6 mins,skin care,173
Lakme Peach Milk Moisturizer Body Lotion,499,248,50.3,No,200 ml,4.5,499,6 mins,skin care,251
Vaseline Deep Moisture Serum In Lotion ,515,235,54.37,No,400 ml,4.7,515,6 mins,skin care,280
Pond's BB+ Cream,189,39,79.37,No,18 g,4.7,189,6 mins,skin care,150
NIVEA Cocoa Nourish Body Lotion,565,278,50.8,No,400 ml,4.6,565,6 mins,skin care,287
BoroPlus Doodh Kesar Body Lotion,440,165,62.5,No,400 ml,4.7,440,6 mins,skin care,275
mCaffeine Summer Breeze Perfume Body Lotion,499,143,71.34,No,300 ml,4.7,145,6 mins,skin care,356
Oxyglow Herbals Gold Facial Kit,250,71,71.6,No,50 g,4.4,471,6 mins,skin care,179
Parachute Advansed Deep Nourish Body Lotion ,425,144,66.12,No,400 ml,4.7,425,6 mins,skin care,281
NIVEA Shea Smooth Body Lotion,330,95,71.21,No,200 ml,4.6,330,10 mins,skin care,235
Pond's Bright Beauty Anti,199,77,61.31,No,35 g,4.5,199,6 mins,skin care,122
NIVEA Soft Light Moisturizer ,660,301,54.39,No,300 ml,4.7,660,6 mins,skin care,359
NIVEA Soft Light Moisturizer ,299,30,89.97,No,10 ml,4.3,595,6 mins,skin care,269
NIVEA Nourishing Body Lotion,760,347,54.34,No,600 ml,4.7,760,6 mins,skin care,413
NIVEA Nourishing Body Lotion,249,12,95.18,No,10 ml,4.6,249,6 mins,skin care,237
Mamaearth Ubtan Moisturizing Body Lotion,499,233,53.31,No,400 ml,4.3,499,6 mins,skin care,266
Pilgrim Squalane Glow Moisturizer ,550,232,57.82,No,50 g,4.5,535,6 mins,skin care,318
TAC Kumkumadi Gold Glow Facial Kit ,299,109,63.55,No,51 g,3.6,208,10 mins,skin care,190
Cetaphil Daily Advance Ultra Hydrating Lotion,699,148,78.83,No,100 g,4.5,812,6 mins,skin care,551
NIVEA Nourishing Body Lotion Body Milk,249,76,69.48,No,200 ml,4.5,249,6 mins,skin care,173
Glow,205,17,91.71,No,80 g,4.7,205,6 mins,skin care,188
Re'Equil Oil Free Mattifying Moisturising Gel,295,15,94.92,No,50 g,4.5,142,10 mins,skin care,280
Biotique Winter Cherry Rejuvenating Body Lotion,260,75,71.15,No,190 ml,4.3,549,10 mins,skin care,185
L'Oreal Paris Revitalift Hyaluronic Acid Serum Lightweight,529,118,77.69,No,15 ml,3.8,281,10 mins,skin care,411
Hyphen Moisturizing Creamy Cleanser,299,18,93.98,No,100 ml,4.3,316,10 mins,skin care,281
NIVEA Shea Smooth Body Lotion,565,254,55.04,No,400 ml,4.6,565,6 mins,skin care,311
Cetaphil Moisturising Lotion,620,79,87.26,No,100 ml,4.6,620,6 mins,skin care,541
Nimbarka Neem Face Serum,375,90,76,No,30 ml,4.8,69,10 mins,skin care,285
Simple Kind To Skin Hydrating Light Moisturiser,499,168,66.33,No,125 ml,4.7,108,10 mins,skin care,331
Plix The Plant Fix Jamun Face Wash,649,46,92.91,No,125 ml,4.8,69,10 mins,skin care,603
Joy Honey,280,116,58.57,No,125 ml,4.7,529,10 mins,skin care,164
Joy Honey,299,27,90.97,No,100 ml,4.6,299,6 mins,skin care,272
Acmist Moisturising Cream Gel,399,53,86.72,No,50 g,4.7,89,10 mins,skin care,346
Acmist Moisturising Cream Gel,749,185,75.3,No,30 ml,4.6,254,10 mins,skin care,564
Lakme Peach Milk Moisturizer SPF 30,520,237,54.42,No,200 ml,4.4,353,10 mins,skin care,283
Yardley London Hand and Body Lotion,425,205,51.76,No,400 ml,4.3,425,10 mins,skin care,220
Yardley London Hand and Body Lotion,499,89,82.16,No,30 ml,4.2,61,10 mins,skin care,410
Brightening Facial Single Dose Kit,560,39,93.04,No,30 ml,,220,10 mins,skin care,521
Garnier Bright Complete Vitamin C Serum Cream,319,93,70.85,No,45 g,4.5,491,6 mins,skin care,226
Joy Pure Aloe Multi Benefit Skin Cream,280,128,54.29,No,45 g,4.8,602,6 mins,skin care,152
Plix The Plant Fix Jamun Face Wash ,649,41,93.68,No,45 g,4.4,79,10 mins,skin care,608
Mamaearth Vitamin C Facial Kit ,399,68,82.96,No,60 g,4.1,382,10 mins,skin care,331
Dot,399,40,89.97,No,60 g,4.5,156,10 mins,skin care,359
Lakme Peach Milk Moisturizer ,299,68,77.26,No,120 ml,4.6,299,6 mins,skin care,231
Everyuth Naturals Face Wash,225,109,51.56,No,150 g,4.7,225,6 mins,skin care,116
