Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Parle Hide and Seek Milano Choco Chip Flavoured Biscuits,225,105,53.33,No,75 g,4.2,136,5 mins,cookies,120
Britannia Good Day Cashew Dry Fruit Biscuits,50,14,72,No,75 g,4.3,434,5 mins,cookies,36
Britannia Good Day Chunky Chocolate Flavoured Biscuits,135,39,71.11,No,75 g,4.4,473,5 mins,cookies,96
UNIBIC Choco Chip Flavoured Biscuits,330,144,56.36,No,75 g,4.6,209,5 mins,cookies,186
UNIBIC Sugar Free Oatmeal Cookies,60,24,60,No,5 g,4.6,67,5 mins,cookies,36
Britannia Nutrichoice Almond and Oats Milk Biscuits,45,13,71.11,No,5 g,4.2,895,5 mins,cookies,32
Parle Hide,213,54,74.65,No,5 g,4.2,595,5 mins,cookies,159
Karachi Bakery Fruit Flavoured Biscuits,374,116,68.98,No,56 g,4.3,551,5 mins,cookies,258
Slurrp Farm No Maida Banana Oat Cookies Combo,198,98,50.51,No,56 g,4.3,313,5 mins,cookies,100
Britannia Good Day Cashew Dry Fruit Biscuits,150,33,78,No,56 g,4.5,815,5 mins,cookies,117
Britannia Good Day Cashew Dry Fruit Biscuits,100,22,78,No,56 g,4.3,628,5 mins,cookies,78
UNIBIC Sugar Free Multigrain Cookies,60,15,75,No,5 g,4.6,67,5 mins,cookies,45
Britannia Nice Time Coconut Flavoured Biscuits,135,21,84.44,No,56 g,4.3,573,5 mins,cookies,114
Britannia Good Day Butter Cookies,125,38,69.6,No,565 g,4.5,565,5 mins,cookies,87
Cafe Niloufer Osmania Butter Flavoured Biscuits,460,72,84.35,No,65 g,4.2,793,5 mins,cookies,388
Parle Hide,142,26,81.69,No,65 g,4.2,856,5 mins,cookies,116
Open Secret Zero Maida Chocolate Almond Flavoured Biscuits,210,58,72.38,No,65 g,4.3,415,5 mins,cookies,152
UNIBIC Assorted Cookies,200,82,59,No,5 g,4.6,200,5 mins,cookies,118
"Open Secret Zero Maida Chocolate Millet Biscuit, Healthy Snacks With No Refined Sugar",150,42,72,No,40 g,4.2,149,5 mins,cookies,108
The Baker's Dozen Dark Chocolate Flavoured Biscuits,238,22,90.76,No,76 g,4.6,768,5 mins,cookies,216
Britannia Good Day Butter Biscuits,250,76,69.6,No,76 g,4.7,185,5 mins,cookies,174
Open Secret Zero Maida Chocolate Almond Cookies,210,58,72.38,No,75 g,4.6,357,5 mins,cookies,152
Parle Happy Happy Choco Chip Flavoured Biscuits,400,171,57.25,No,65 g,4.6,67,5 mins,cookies,229
Sugar Free D'Lite Yummy Berry Cookies,65,19,70.77,No,75 g,4.5,75,5 mins,cookies,46
Nova Nova Mini Waffle Cookies,120,30,75,No,43 g,4.5,120,5 mins,cookies,90
Britannia Good Day Butter Jeera Cookies,200,71,64.5,No,450 g,4.7,450,5 mins,cookies,129
CookieMan Danish Butter Cookies,549,111,79.78,No,330 g,3.4,237,21 mins,cookies,438
Cadbury Oreo Choco Chip Flavoured Biscuits,120,30,75,No,100 g,4.6,801,5 mins,cookies,90
UNIBIC Cookie Magic Gift Pack,379,142,62.53,No,100 g,4.7,203,5 mins,cookies,237
Open Secret Gift Box Dryfruit Chocolate Nutty Cookies With Almonds Cashew,350,78,77.71,No,100 g,2.1,80,5 mins,cookies,272
Britannia Good Day Choco Chip Chocolate Flavoured Biscuits,270,112,58.52,No,100 g,4.2,179,5 mins,cookies,158
The Baker's Dozen Handcrafted Cookies Gift Box,349,74,78.8,No,166 g,4.8,154,21 mins,cookies,275
Britannia Good Day Cashew Cookies,45,11,75.56,No,76 g,4.2,612,5 mins,cookies,34
Dukes Nice Coconut Flavoured Biscuits,64,24,62.5,No,76 g,4.7,504,5 mins,cookies,40
Britannia Good Day Pista and Badam Dry Fruit Biscuits,67,11,83.58,No,76 g,4.5,584,5 mins,cookies,56
Britannia Nutrichoice Almond and Oats Milk Biscuits,90,26,71.11,No,76 g,4.4,722,5 mins,cookies,64
CookieMan Sugar Free Multigrain Cookies,369,77,79.13,No,200 g,4.8,208,5 mins,cookies,292
Britannia Good Day Oats Cookies Fruits and Nuts Dry Fruit Biscuits,400,130,67.5,No,200 g,4.5,391,5 mins,cookies,270
Britannia Tiger Krunch Choco Chip Flavoured Biscuits,300,120,60,No,200 g,4.4,215,5 mins,cookies,180
"Open Secret Zero Maida Chocolate Millet Biscuit, Healthy Snacks With No Refined Sugar",150,42,72,No,40 g,4.5,721,5 mins,cookies,108
CookieMan Sugar Free Multigrain Protein Cookies,169,30,82.25,No,150 g,4.5,355,5 mins,cookies,139
Britannia Good Day Chunkies Chocochip Cookies Combo,180,52,71.11,No,87 g,4.5,898,5 mins,cookies,128
Parle Hide,250,114,54.4,No,87 g,4.4,368,5 mins,cookies,136
Open Secret Premium Choco Almond Flavoured Biscuits,210,58,72.38,No,87 g,4.2,665,5 mins,cookies,152
Open Secret Zero Maida Jeera Millet Cookies,90,26,71.11,No,87 g,4.5,888,5 mins,cookies,64
Britannia Good Day Butter Biscuits,375,114,69.6,No,87 g,4.5,989,5 mins,cookies,261
Karachi Bakery Fruit Flavoured Biscuits,561,174,68.98,No,87 g,4.4,278,5 mins,cookies,387
Parle Happy Happy Choco Chip Flavoured Biscuits,267,114,57.3,No,87 g,4.3,873,5 mins,cookies,153
Parle Hide,300,104,65.33,No,87 g,4.3,632,5 mins,cookies,196
Britannia Nutrichoice Black Bourbon Oats Biscuits,130,30,76.92,No,87 g,4.3,764,5 mins,cookies,100
UNIBIC Multigrain Cookies Butter Sugar Free Biscuits,120,46,61.67,No,87 g,4.3,696,5 mins,cookies,74
Britannia Nutrichoice Black Bourbon Oats Biscuits,195,45,76.92,No,87 g,4.5,712,5 mins,cookies,150
Parle Hide,500,236,52.8,No,87 g,4.4,938,5 mins,cookies,264
McVitie's Tasties Cashew and Almond Dry Fruit Biscuits,342,166,51.46,No,87 g,4.5,213,5 mins,cookies,176
Parle 20,380,188,50.53,No,87 g,4.2,673,5 mins,cookies,192
